Date of Sighting,Latitude of Sighting,Longitude of Sighting,Nearest Approximate City,US State,Notes about the sighting,Time of Day,Tag of Apparition,Image Link
3/21/2022,40.413706,-83.675748,Columbus,Ohio,Witness reported cold spots and flickering lights.,Dawn,Shadow Figure,
1/20/2021,39.846943,-83.075,Columbus,Ohio,Old radio emitted static and a faint melody.,Dawn,Phantom Sounds,
1/13/2023,39.802193,-83.473211,Columbus,Ohio,Old radio emitted static and a faint melody.,Night,Phantom Sounds,https://cdn.midjourney.com/6c1d34b3-77c9-4475-a67e-5afffc90b88b/0_3.png
8/6/2021,39.82474,-83.002423,Columbus,Ohio,Electronic devices malfunctioned during sighting.,Evening,Full-Body Apparition,
2/19/2022,41.48296,-81.790301,Cleveland,Ohio,Glowing orb photographed in backyard.,Morning,Orbs,https://cdn.midjourney.com/3cf03f49-9828-4ae6-ad23-27e54684740e/0_2.png
5/28/2022,39.906942,-82.942648,Columbus,Ohio,Apparition matched description of local legend.,Afternoon,Full-Body Apparition,https://cdn.midjourney.com/f4eb59bf-e6a9-47f8-9a00-769309f0403b/0_0.png
10/5/2023,39.893978,-83.094908,Columbus,Ohio,Figure disappeared upon approach.,Evening,Shadow Figure,
9/23/2021,40.065598,-83.010885,Columbus,Ohio,Disembodied voice whispered a name.,Morning,Orbs,https://cdn.midjourney.com/3e0859e1-71b5-4435-a31c-4a856d9076de/0_0.png
11/3/2022,41.751335,-81.471117,Cleveland,Ohio,Apparition seen floating near old church grounds.,Morning,Phantom Sounds,
9/22/2025,40.126793,-82.945419,Columbus,Ohio,Apparition matched description of local legend.,Dawn,Full-Body Apparition,
11/23/2023,40.010105,-83.021154,Columbus,Ohio,Temperature dropped suddenly by 10°F.,Night,White Lady,https://cdn.midjourney.com/c8b325d2-ed83-40b4-8825-34f61c53d744/0_1.png
6/26/2024,41.431004,-81.667904,Cleveland,Ohio,Glowing orb photographed in backyard.,Night,Full-Body Apparition,https://cdn.midjourney.com/264110e6-20e4-4b2a-bf2d-cec6478fec84/0_1.png
10/15/2022,40.966681,-82.088995,Cleveland,Ohio,Witness captured blurry image on phone.,Morning,White Lady,
6/3/2024,41.510547,-81.957399,Cleveland,Ohio,Apparition seen floating near old church grounds.,Dawn,Headless Spirit,
5/24/2024,41.463943,-81.814244,Cleveland,Ohio,Figure disappeared upon approach.,Midnight,Poltergeist,https://cdn.midjourney.com/264110e6-20e4-4b2a-bf2d-cec6478fec84/0_1.png
12/24/2020,39.88397,-83.081612,Columbus,Ohio,Witness captured blurry image on phone.,Night,Full-Body Apparition,https://cdn.midjourney.com/3cf03f49-9828-4ae6-ad23-27e54684740e/0_0.png
7/20/2022,41.46637,-80.998114,Cleveland,Ohio,Flickering streetlamp coincided with sighting.,Afternoon,Poltergeist,https://cdn.midjourney.com/6c1d34b3-77c9-4475-a67e-5afffc90b88b/0_1.png
1/16/2024,39.782133,-82.859592,Columbus,Ohio,Temperature dropped suddenly by 10°F.,Midnight,Full-Body Apparition,
12/15/2023,39.618746,-82.939225,Columbus,Ohio,Electronic devices malfunctioned during sighting.,Evening,White Lady,https://cdn.midjourney.com/2519c7d3-5e9e-4691-8bad-a83ed41a3cb1/0_0.png
7/8/2024,41.591468,-81.63316,Cleveland,Ohio,Figure disappeared upon approach.,Night,Shadow Figure,https://cdn.midjourney.com/9ebab934-da2d-4041-90c2-dc375e3728da/0_3.png
9/19/2025,39.958299,-83.142971,Columbus,Ohio,Electronic devices malfunctioned during sighting.,Afternoon,Headless Spirit,https://cdn.midjourney.com/d442d607-bfd7-4012-990c-fff219d116fc/0_0.png
8/16/2024,41.591553,-81.814282,Cleveland,Ohio,Witness captured blurry image on phone.,Evening,Phantom Sounds,https://cdn.midjourney.com/9ebab934-da2d-4041-90c2-dc375e3728da/0_2.png
2/13/2025,40.237824,-83.651925,Columbus,Ohio,Electronic devices malfunctioned during sighting.,Night,Shadow Figure,https://cdn.midjourney.com/c8b325d2-ed83-40b4-8825-34f61c53d744/0_3.png
12/12/2022,39.985462,-83.794511,Columbus,Ohio,Flickering streetlamp coincided with sighting.,Night,Headless Spirit,
6/9/2022,40.03733,-83.067043,Columbus,Ohio,Apparition matched description of local legend.,Evening,Poltergeist,https://cdn.midjourney.com/f4eb59bf-e6a9-47f8-9a00-769309f0403b/0_0.png
3/15/2023,41.434503,-81.490846,Cleveland,Ohio,Witness reported cold spots and flickering lights.,Afternoon,Shadow Figure,https://cdn.midjourney.com/2519c7d3-5e9e-4691-8bad-a83ed41a3cb1/0_1.png
12/1/2023,41.5793,-81.739187,Cleveland,Ohio,Old radio emitted static and a faint melody.,Evening,White Lady,
3/4/2022,41.648266,-82.131989,Cleveland,Ohio,Scent of old perfume noticed with no source.,Morning,Headless Spirit,https://cdn.midjourney.com/c8b325d2-ed83-40b4-8825-34f61c53d744/0_1.png
12/1/2023,41.220015,-81.486602,Cleveland,Ohio,Phantom footsteps heard in empty hallway.,Dawn,Full-Body Apparition,
5/7/2022,41.518988,-81.792168,Cleveland,Ohio,Apparition seen floating near old church grounds.,Midnight,White Lady,
8/23/2023,39.860159,-82.931265,Columbus,Ohio,Electronic devices malfunctioned during sighting.,Night,White Lady,
7/15/2021,41.178408,-81.466724,Cleveland,Ohio,Witness captured blurry image on phone.,Dawn,Full-Body Apparition,
12/6/2021,41.448777,-81.597188,Cleveland,Ohio,Temperature dropped suddenly by 10°F.,Midnight,Phantom Sounds,
7/18/2024,39.713487,-83.274034,Columbus,Ohio,Scent of old perfume noticed with no source.,Evening,White Lady,
2/13/2025,41.644508,-81.72634,Cleveland,Ohio,Apparition seen floating near old church grounds.,Morning,Shadow Figure,
8/17/2022,41.211629,-81.496535,Cleveland,Ohio,Temperature dropped suddenly by 10°F.,Dawn,Full-Body Apparition,https://cdn.midjourney.com/c8b325d2-ed83-40b4-8825-34f61c53d744/0_3.png
9/24/2022,41.397039,-81.657519,Cleveland,Ohio,Witness reported cold spots and flickering lights.,Evening,Full-Body Apparition,
12/20/2024,41.591803,-81.584757,Cleveland,Ohio,Electronic devices malfunctioned during sighting.,Midnight,Headless Spirit,
9/29/2024,41.61822,-81.955354,Cleveland,Ohio,Old radio emitted static and a faint melody.,Dawn,Headless Spirit,https://cdn.midjourney.com/ffba09ea-d1b0-419a-8a75-4d7e5a9770d2/0_0.png
4/14/2025,41.342335,-81.290039,Cleveland,Ohio,Local dog barking frantically before sighting.,Morning,Poltergeist,
3/1/2021,41.57463,-81.163168,Cleveland,Ohio,Apparition matched description of local legend.,Midnight,White Lady,https://cdn.midjourney.com/9ebab934-da2d-4041-90c2-dc375e3728da/0_3.png
10/22/2023,41.786521,-82.287023,Cleveland,Ohio,Figure disappeared upon approach.,Midnight,Shadow Figure,https://cdn.midjourney.com/f4eb59bf-e6a9-47f8-9a00-769309f0403b/0_3.png
4/1/2024,39.550301,-83.049133,Columbus,Ohio,Electronic devices malfunctioned during sighting.,Dawn,Orbs,
8/2/2024,39.934322,-82.923875,Columbus,Ohio,Witness reported cold spots and flickering lights.,Dawn,Poltergeist,https://cdn.midjourney.com/7f74bbd0-d240-4d74-bb2a-6330b163a3f6/0_0.png
4/6/2021,39.926385,-83.022259,Columbus,Ohio,Electronic devices malfunctioned during sighting.,Morning,Phantom Sounds,https://cdn.midjourney.com/3cf03f49-9828-4ae6-ad23-27e54684740e/0_2.png
2/24/2021,40.019728,-82.967938,Columbus,Ohio,Witness captured blurry image on phone.,Midnight,Full-Body Apparition,
7/5/2024,41.799667,-81.22826,Cleveland,Ohio,Electronic devices malfunctioned during sighting.,Night,Shadow Figure,
3/18/2022,41.509143,-81.473374,Cleveland,Ohio,Disembodied voice whispered a name.,Midnight,Full-Body Apparition,
8/6/2022,41.150157,-82.531182,Cleveland,Ohio,Temperature dropped suddenly by 10°F.,Dawn,Orbs,https://cdn.midjourney.com/6c1d34b3-77c9-4475-a67e-5afffc90b88b/0_1.png
7/10/2021,41.594921,-81.753091,Cleveland,Ohio,Temperature dropped suddenly by 10°F.,Dawn,Phantom Sounds,https://cdn.midjourney.com/2519c7d3-5e9e-4691-8bad-a83ed41a3cb1/0_3.png
9/22/2021,41.631566,-82.043418,Cleveland,Ohio,Curtains moved though windows were shut.,Morning,Shadow Figure,
3/29/2021,41.387102,-81.634967,Cleveland,Ohio,Electronic devices malfunctioned during sighting.,Dawn,Headless Spirit,https://cdn.midjourney.com/2519c7d3-5e9e-4691-8bad-a83ed41a3cb1/0_2.png
12/31/2021,40.120974,-82.733251,Columbus,Ohio,Electronic devices malfunctioned during sighting.,Midnight,Phantom Sounds,
7/25/2025,41.358115,-82.030841,Cleveland,Ohio,Flickering streetlamp coincided with sighting.,Afternoon,Headless Spirit,https://cdn.midjourney.com/3e0859e1-71b5-4435-a31c-4a856d9076de/0_2.png
8/9/2024,41.628321,-81.793444,Cleveland,Ohio,Local dog barking frantically before sighting.,Midnight,Full-Body Apparition,
5/14/2021,39.90371,-82.672846,Columbus,Ohio,Temperature dropped suddenly by 10°F.,Dawn,Full-Body Apparition,
7/13/2022,39.995126,-83.295751,Columbus,Ohio,Temperature dropped suddenly by 10°F.,Dawn,Poltergeist,
6/3/2024,40.034291,-83.345025,Columbus,Ohio,Local dog barking frantically before sighting.,Night,Phantom Sounds,https://cdn.midjourney.com/d442d607-bfd7-4012-990c-fff219d116fc/0_0.png
5/25/2022,39.891692,-82.886804,Columbus,Ohio,Flickering streetlamp coincided with sighting.,Afternoon,Shadow Figure,https://cdn.midjourney.com/2519c7d3-5e9e-4691-8bad-a83ed41a3cb1/0_3.png
3/26/2021,40.113274,-82.997938,Columbus,Ohio,Witness reported cold spots and flickering lights.,Afternoon,Orbs,
12/23/2023,41.610509,-82.030848,Cleveland,Ohio,Flickering streetlamp coincided with sighting.,Midnight,Phantom Sounds,
11/23/2020,41.497462,-81.688792,Cleveland,Ohio,Witness reported cold spots and flickering lights.,Afternoon,White Lady,https://cdn.midjourney.com/2519c7d3-5e9e-4691-8bad-a83ed41a3cb1/0_0.png
7/23/2022,41.369562,-81.767973,Cleveland,Ohio,Curtains moved though windows were shut.,Evening,Shadow Figure,https://cdn.midjourney.com/ffba09ea-d1b0-419a-8a75-4d7e5a9770d2/0_3.png
7/26/2021,39.91698,-82.908146,Columbus,Ohio,Figure disappeared upon approach.,Morning,Shadow Figure,
9/15/2021,39.963499,-82.937646,Columbus,Ohio,Electronic devices malfunctioned during sighting.,Morning,Shadow Figure,https://cdn.midjourney.com/c8b325d2-ed83-40b4-8825-34f61c53d744/0_2.png
11/17/2020,41.285658,-81.680205,Cleveland,Ohio,Temperature dropped suddenly by 10°F.,Dawn,White Lady,https://cdn.midjourney.com/6c1d34b3-77c9-4475-a67e-5afffc90b88b/0_1.png
12/5/2023,39.959926,-83.121958,Columbus,Ohio,Glowing orb photographed in backyard.,Evening,Shadow Figure,https://cdn.midjourney.com/6c1d34b3-77c9-4475-a67e-5afffc90b88b/0_1.png
9/5/2021,40.099287,-83.337535,Columbus,Ohio,Temperature dropped suddenly by 10°F.,Afternoon,Shadow Figure,https://cdn.midjourney.com/6c1d34b3-77c9-4475-a67e-5afffc90b88b/0_1.png
11/13/2020,39.812989,-82.751035,Columbus,Ohio,Apparition matched description of local legend.,Night,Full-Body Apparition,
8/3/2021,41.328387,-81.859662,Cleveland,Ohio,Electronic devices malfunctioned during sighting.,Midnight,Headless Spirit,https://cdn.midjourney.com/ffba09ea-d1b0-419a-8a75-4d7e5a9770d2/0_3.png
9/11/2025,39.925645,-83.270196,Columbus,Ohio,Witness captured blurry image on phone.,Morning,Poltergeist,
4/20/2021,41.592944,-81.554959,Cleveland,Ohio,Glowing orb photographed in backyard.,Midnight,Poltergeist,https://cdn.midjourney.com/8b1e424a-b365-4c8e-9853-603b893d780a/0_2.png
5/22/2021,41.722666,-81.547194,Cleveland,Ohio,Scent of old perfume noticed with no source.,Midnight,Shadow Figure,https://cdn.midjourney.com/3e0859e1-71b5-4435-a31c-4a856d9076de/0_2.png
8/13/2024,39.94082,-82.928857,Columbus,Ohio,Figure disappeared upon approach.,Evening,Orbs,https://cdn.midjourney.com/9ebab934-da2d-4041-90c2-dc375e3728da/0_2.png
1/4/2021,41.493619,-81.917121,Cleveland,Ohio,Temperature dropped suddenly by 10°F.,Dawn,Poltergeist,https://cdn.midjourney.com/f4eb59bf-e6a9-47f8-9a00-769309f0403b/0_0.png
2/6/2022,40.261298,-83.257311,Columbus,Ohio,Witness reported cold spots and flickering lights.,Dawn,Headless Spirit,https://cdn.midjourney.com/ffba09ea-d1b0-419a-8a75-4d7e5a9770d2/0_0.png
8/19/2024,39.922124,-83.418271,Columbus,Ohio,Old radio emitted static and a faint melody.,Morning,Poltergeist,
11/16/2020,41.312721,-81.634493,Cleveland,Ohio,Flickering streetlamp coincided with sighting.,Dawn,Full-Body Apparition,https://cdn.midjourney.com/2519c7d3-5e9e-4691-8bad-a83ed41a3cb1/0_2.png
12/17/2020,39.979424,-83.012372,Columbus,Ohio,Figure disappeared upon approach.,Midnight,Full-Body Apparition,
12/24/2022,40.18407,-83.180099,Columbus,Ohio,Phantom footsteps heard in empty hallway.,Dawn,Orbs,
12/6/2021,39.916411,-83.047819,Columbus,Ohio,Electronic devices malfunctioned during sighting.,Afternoon,Headless Spirit,https://cdn.midjourney.com/7f74bbd0-d240-4d74-bb2a-6330b163a3f6/0_1.png
8/23/2024,39.954937,-82.829089,Columbus,Ohio,Old radio emitted static and a faint melody.,Dawn,Phantom Sounds,https://cdn.midjourney.com/f4eb59bf-e6a9-47f8-9a00-769309f0403b/0_2.png
5/24/2021,41.516637,-81.50735,Cleveland,Ohio,Disembodied voice whispered a name.,Morning,Orbs,
5/30/2023,41.630668,-81.763032,Cleveland,Ohio,Curtains moved though windows were shut.,Afternoon,Poltergeist,https://cdn.midjourney.com/8b1e424a-b365-4c8e-9853-603b893d780a/0_2.png
5/3/2024,39.885889,-83.079658,Columbus,Ohio,Old radio emitted static and a faint melody.,Morning,Poltergeist,https://cdn.midjourney.com/7f74bbd0-d240-4d74-bb2a-6330b163a3f6/0_3.png
12/4/2024,41.847691,-82.071178,Cleveland,Ohio,Witness captured blurry image on phone.,Dawn,Full-Body Apparition,https://cdn.midjourney.com/2519c7d3-5e9e-4691-8bad-a83ed41a3cb1/0_0.png
3/31/2024,41.487168,-81.574714,Cleveland,Ohio,Figure disappeared upon approach.,Dawn,White Lady,
8/24/2024,40.019623,-83.540559,Columbus,Ohio,Witness captured blurry image on phone.,Dawn,Phantom Sounds,
1/15/2021,40.070131,-83.350525,Columbus,Ohio,Old radio emitted static and a faint melody.,Dawn,Headless Spirit,
10/31/2021,39.997975,-82.828081,Columbus,Ohio,Apparition seen floating near old church grounds.,Morning,Headless Spirit,https://cdn.midjourney.com/c8b325d2-ed83-40b4-8825-34f61c53d744/0_3.png
6/1/2022,41.493126,-81.771613,Cleveland,Ohio,Electronic devices malfunctioned during sighting.,Evening,Orbs,
6/15/2024,39.838391,-82.881982,Columbus,Ohio,Old radio emitted static and a faint melody.,Midnight,Headless Spirit,https://cdn.midjourney.com/d442d607-bfd7-4012-990c-fff219d116fc/0_2.png
9/22/2025,40.318191,-82.35559,Columbus,Ohio,Apparition seen floating near old church grounds.,Midnight,Phantom Sounds,https://cdn.midjourney.com/8b1e424a-b365-4c8e-9853-603b893d780a/0_2.png
2/27/2021,40.03665,-82.994567,Columbus,Ohio,Local dog barking frantically before sighting.,Evening,Headless Spirit,https://cdn.midjourney.com/ffba09ea-d1b0-419a-8a75-4d7e5a9770d2/0_0.png
2/17/2021,40.101659,-83.122055,Columbus,Ohio,Electronic devices malfunctioned during sighting.,Morning,Shadow Figure,https://cdn.midjourney.com/f4eb59bf-e6a9-47f8-9a00-769309f0403b/0_0.png
10/24/2022,40.282999,-83.052662,Columbus,Ohio,Figure disappeared upon approach.,Night,Full-Body Apparition,https://cdn.midjourney.com/d442d607-bfd7-4012-990c-fff219d116fc/0_3.png
5/1/2022,41.241401,-81.59918,Cleveland,Ohio,Apparition seen floating near old church grounds.,Night,Full-Body Apparition,
8/30/2025,39.959301,-82.439895,Columbus,Ohio,Electronic devices malfunctioned during sighting.,Afternoon,Poltergeist,
5/7/2024,41.548574,-81.690249,Cleveland,Ohio,Curtains moved though windows were shut.,Evening,Poltergeist,
3/22/2023,41.451709,-81.669708,Cleveland,Ohio,Witness captured blurry image on phone.,Night,Shadow Figure,
1/29/2022,39.854087,-83.128518,Columbus,Ohio,Temperature dropped suddenly by 10°F.,Dawn,Headless Spirit,https://cdn.midjourney.com/13275d75-635c-44d1-8170-b1c9a40f70c2/0_1.png
12/7/2022,39.786372,-83.712991,Columbus,Ohio,Witness captured blurry image on phone.,Afternoon,Shadow Figure,https://cdn.midjourney.com/8b1e424a-b365-4c8e-9853-603b893d780a/0_2.png
8/28/2023,41.440532,-81.930621,Cleveland,Ohio,Scent of old perfume noticed with no source.,Morning,Shadow Figure,
3/4/2023,40.140876,-83.229118,Columbus,Ohio,Old radio emitted static and a faint melody.,Dawn,Poltergeist,
2/28/2021,39.929988,-83.211649,Columbus,Ohio,Witness captured blurry image on phone.,Dawn,Shadow Figure,
6/29/2023,39.590844,-83.395582,Columbus,Ohio,Glowing orb photographed in backyard.,Evening,Orbs,https://cdn.midjourney.com/8b1e424a-b365-4c8e-9853-603b893d780a/0_3.png
8/27/2023,39.941933,-82.856896,Columbus,Ohio,Apparition matched description of local legend.,Evening,Full-Body Apparition,https://cdn.midjourney.com/3cf03f49-9828-4ae6-ad23-27e54684740e/0_0.png
8/13/2021,41.53842,-81.293532,Cleveland,Ohio,Apparition matched description of local legend.,Morning,Phantom Sounds,https://cdn.midjourney.com/3cf03f49-9828-4ae6-ad23-27e54684740e/0_2.png
1/1/2021,41.376525,-81.604024,Cleveland,Ohio,Local dog barking frantically before sighting.,Night,Phantom Sounds,https://cdn.midjourney.com/c8b325d2-ed83-40b4-8825-34f61c53d744/0_3.png
1/5/2024,39.950639,-82.621727,Columbus,Ohio,Disembodied voice whispered a name.,Afternoon,Shadow Figure,
7/1/2025,41.298366,-82.032407,Cleveland,Ohio,Disembodied voice whispered a name.,Midnight,Orbs,
12/11/2023,41.345134,-81.449513,Cleveland,Ohio,Flickering streetlamp coincided with sighting.,Dawn,White Lady,https://cdn.midjourney.com/2519c7d3-5e9e-4691-8bad-a83ed41a3cb1/0_2.png
3/22/2023,39.974067,-83.153463,Columbus,Ohio,Apparition seen floating near old church grounds.,Dawn,White Lady,https://cdn.midjourney.com/3e0859e1-71b5-4435-a31c-4a856d9076de/0_1.png
12/21/2023,40.021906,-83.028356,Columbus,Ohio,Scent of old perfume noticed with no source.,Night,Orbs,
3/20/2021,41.403173,-81.617872,Cleveland,Ohio,Witness reported cold spots and flickering lights.,Morning,White Lady,
2/18/2023,40.010087,-82.609889,Columbus,Ohio,Glowing orb photographed in backyard.,Afternoon,Full-Body Apparition,https://cdn.midjourney.com/2519c7d3-5e9e-4691-8bad-a83ed41a3cb1/0_3.png
2/21/2025,39.938826,-82.857886,Columbus,Ohio,Curtains moved though windows were shut.,Dawn,Poltergeist,
11/12/2024,41.461344,-81.309056,Cleveland,Ohio,Flickering streetlamp coincided with sighting.,Night,Phantom Sounds,
9/27/2022,41.37954,-81.597222,Cleveland,Ohio,Disembodied voice whispered a name.,Evening,Full-Body Apparition,https://cdn.midjourney.com/3e0859e1-71b5-4435-a31c-4a856d9076de/0_0.png
12/23/2021,41.222825,-81.720364,Cleveland,Ohio,Electronic devices malfunctioned during sighting.,Dawn,Full-Body Apparition,https://cdn.midjourney.com/3e0859e1-71b5-4435-a31c-4a856d9076de/0_1.png
7/19/2022,39.97256,-82.994107,Columbus,Ohio,Local dog barking frantically before sighting.,Midnight,Poltergeist,https://cdn.midjourney.com/8b1e424a-b365-4c8e-9853-603b893d780a/0_0.png
7/6/2024,39.900079,-83.18512,Columbus,Ohio,Phantom footsteps heard in empty hallway.,Evening,Shadow Figure,https://cdn.midjourney.com/8b1e424a-b365-4c8e-9853-603b893d780a/0_1.png
2/18/2021,40.0231,-82.614634,Columbus,Ohio,Temperature dropped suddenly by 10°F.,Night,Poltergeist,
7/17/2022,40.829169,-81.818445,Cleveland,Ohio,Temperature dropped suddenly by 10°F.,Night,Phantom Sounds,
7/20/2022,41.494128,-81.685622,Cleveland,Ohio,Local dog barking frantically before sighting.,Afternoon,Shadow Figure,https://cdn.midjourney.com/c8b325d2-ed83-40b4-8825-34f61c53d744/0_0.png
4/10/2021,39.947663,-82.994836,Columbus,Ohio,Electronic devices malfunctioned during sighting.,Evening,Shadow Figure,https://cdn.midjourney.com/2519c7d3-5e9e-4691-8bad-a83ed41a3cb1/0_1.png
8/5/2022,41.320977,-81.602924,Cleveland,Ohio,Temperature dropped suddenly by 10°F.,Dawn,Orbs,https://cdn.midjourney.com/315d8dd8-0ac0-4935-9e0e-39cd7f4a0c00/0_3.png
11/27/2024,41.341193,-82.078361,Cleveland,Ohio,Curtains moved though windows were shut.,Evening,Poltergeist,https://cdn.midjourney.com/3cf03f49-9828-4ae6-ad23-27e54684740e/0_2.png
5/22/2024,41.617321,-81.580947,Cleveland,Ohio,Glowing orb photographed in backyard.,Night,Shadow Figure,
5/19/2023,39.935873,-82.385555,Columbus,Ohio,Witness captured blurry image on phone.,Night,Shadow Figure,
7/22/2022,41.617216,-81.595921,Cleveland,Ohio,Scent of old perfume noticed with no source.,Afternoon,Poltergeist,
10/16/2023,39.632968,-83.346824,Columbus,Ohio,Witness captured blurry image on phone.,Dawn,White Lady,
5/13/2025,39.982965,-83.671183,Columbus,Ohio,Temperature dropped suddenly by 10°F.,Evening,Poltergeist,
